PartNo,Freq,TotalQty,PartName,BoxType,CubM,UnitLabelQt,ModuleSizeL,ModuleSizeV,ModuleSizeH,VolumePerPiece,Volume,Viscosity,Rank,Category
BP4M61757A,5,500,SENSOR-INCAR,5B025,0.01,100,240,280,240,1e-04,0.05,22.3606797749979,646,Low
D653676N0C,5,120,ANT ASSY-KEYLESS,4QXXX,0.01,24,240,280,240,0.000416666666666667,0.05,22.3606797749979,647,Low
D65141421,27,10800,HOSE-RESERVE,4IB2,0.06,400,560,480,240,0.00015,1.62,21.2132034355964,648,Low
DP1016YA1,22,18004,PLG TRANS OIL SE,IXX,0.06,1000,560,480,250,6e-05,1.08024,21.1671580944783,649,Low
DN2556620A,12,420,LATCH ASSY-BONNET,IQ-,0.03,36,280,480,240,0.000833333333333333,0.35,20.2837021134844,650,Low
DN3261YH1,8,4000,ADPT DECPL SNS ASY,Z25,0.02,500,470,270,230,4e-05,0.16,20,651,Low
DK4951441,48,43200,LENS,5FX15,0.12,900,480,560,480,0.000133333333333333,5.76,20,652,Low
Y60118401A,2,700,BOLT,4B45--,0.0054,350,300,200,90,1.54285714285714e-05,0.0108,19.2450089729875,653,Low
DK4750YM1,21,42000,YK ASY-HTR RR AIR,4FL61,0.06,2000,560,480,240,3e-05,1.26,18.7082869338697,654,Low
DF7143630B,10,1000,HOSE ASSY-VACUUM,4DC05,0.03,100,240,560,240,3e-04,0.3,18.2574185835055,655,Low
DN5067B21B,10,390,BRKT,Z8472,0.03,39,560,480,120,0.000769230769230769,0.3,18.2574185835055,656,Low
9XF052512M,2,5000,SCREW,8AD11,0.006384,2500,240,190,140,2.5536e-06,0.012768,17.6998081351197,657,Low
Y40513458,2,800,BUSH,4B44--,0.0066,400,300,200,110,1.65e-05,0.0132,17.4077655955698,658,Low
D65159973A,18,5400,HOLE COVER,4I065,0.06,300,480,560,240,2e-04,1.08,17.3205080756888,659,Low
DL7943621,3,240,HOSE-VACUUM,4B033,0.01,80,240,280,240,0.000125,0.03,17.3205080756888,660,Low
Y60313230,3,525,PIPE ASSY-AIR INT,4IA2--,0.01,175,280,240,240,5.71428571428571e-05,0.03,17.3205080756888,661,Low
D65158973A,17,5100,HOLE COVER,4I065,0.06,300,480,560,240,2e-04,1.02,16.8325082306035,662,Low
DJ3541362A,32,7750,BRKT,5CXXX,0.12,250,480,560,480,0.00048,3.72,16.5912271156868,663,Low
DN3415384B,15,415,HOSE-SUBTANK,Z3081,0.06,30,560,480,250,0.002,0.83,16.4646389984536,664,Low
DF7143640A,16,800,HOSE ASSY-VACUUM,4I065,0.06,50,480,560,240,0.0012,0.96,16.3299316185545,665,Low
DN0369531A21,32,23040,HANGER-COAT,Z30A1,0.12,720,480,560,480,0.000166666666666667,3.84,16.3299316185545,666,Low
DN3343490A,8,320,HOSE ASSY-VACUUM,4HA05,0.03,40,480,560,120,0.00075,0.24,16.3299316185545,667,Low
Y64513380,8,360,INSULATOR ASSY-HEAT,4JXXX,0.03,45,560,480,120,0.000666666666666667,0.24,16.3299316185545,668,Low
Y601102D1,7,350,BRKT,4IXXX,0.03,50,480,280,240,6e-04,0.21,15.2752523165195,669,Low
Y64510440,7,350,PIPE ASSY-OIL GAGE,4IF8--,0.03,50,280,480,240,6e-04,0.21,15.2752523165195,670,Low
DN2843490A,26,390,HOSE ASSY-VACUUM,4I043,0.12,15,480,560,480,0.008,3.12,14.7196014438797,671,Low
DN3215355,13,39000,CAP-SUBTANK,IT30,0.06,3000,560,490,250,2e-05,0.78,14.7196014438797,672,Low
DG8066170,6,630,SWITCH-CLUSTER,IXXXX,0.03,105,240,560,240,0.000285714285714286,0.18,14.142135623731,673,Low
D6513438XA,12,600,BRG-STRUT,4C,0.06,50,560,480,240,0.0012,0.72,14.142135623731,674,Low
NF5166141A02,2,320,KNOB,4B023,0.01,160,240,280,240,6.25e-05,0.02,14.142135623731,675,Low
DK4958560J,48,1536,"REG-WINDOW,RH",M140,0.25,32,960,560,480,0.0078125,12,13.856406460551,676,Low
DK4959560J,48,1536,"REG-WINDOW,LH",M17,0.25,32,960,560,480,0.0078125,12,13.856406460551,677,Low
DR645617Y,22,7479,"MEMBER-SHROUD,UP",4M19-K,0.12,351,480,560,480,0.000341880341880342,2.55692307692308,13.7582706774396,678,Low
Y64513240,20,387,PIPE ASSY-AIR INT,4IXXX,0.12,20,480,560,480,0.006,2.322,13.124987182636,679,Low
DK5168YA3,12,152640,SE ADH,4C--,0.07,12720,560,490,260,5.50314465408805e-06,0.84,13.0930734141595,680,Low
DN2419880,20,7964,GAGE-OIL LEVEL,4C82,0.12,400,480,560,480,3e-04,2.3892,12.9390902664298,681,Low
DN64675D0,10,900,KEYLESS COMPT,4I066,0.06,90,480,560,240,0.000666666666666667,0.6,12.9099444873581,682,Low
DR8657730A,5,90,BELT-B,4B-21,0.03,18,240,560,240,0.00166666666666667,0.15,12.9099444873581,683,Low
9XF000122M,1,2000,BOLT M6X14 HF8,8AXXX,0.00616,2000,280,220,100,3.08e-06,0.00616,12.7411797859406,684,Low
DR964630Y,24,1440,CABLE ASSY-INTRLK,4E1-R,0.16,60,480,1400,240,0.00266666666666667,3.84,12.2474487139159,685,Low
DL33675D0,8,288,KEYLESS COMPT,4IC2,0.06,36,500,400,300,0.00166666666666667,0.48,11.5470053837925,686,Low
DN3415909,4,360,BELT-V RIB,Z8473,0.03,90,560,480,120,0.000333333333333333,0.12,11.5470053837925,687,Low
Y40718884A,31,7935,BRKT-C/UNIT,4M17-J,0.25,256,560,960,480,0.0009765625,7.7490234375,11.1362303751819,688,Low
DR964630YA,19,1140,CABLE ASSY-INTRLK,4E1-R,0.16,60,480,1400,240,0.00266666666666667,3.04,10.8972473588517,689,Low
DP55675D0,7,630,KEYLESS COMPT,C30,0.06,90,480,560,240,0.000666666666666667,0.42,10.8012344973464,690,Low
DN0461757,13,3718,SENSOR-INCAR,4CXXX,0.12,286,480,560,480,0.00041958041958042,1.56,10.4083299973307,691,Low
9XG008432M,1,1200,SCREW,8AE53,0.01,1200,280,260,160,8.33333333333333e-06,0.01,10,692,Low
DD106039X,6,72000,CLIP ASSY,3IA4--,0.06,12000,560,480,240,5e-06,0.36,10,693,Low
DJ5161472,1,250,BRKT,4B17--,0.01,250,240,280,240,4e-05,0.01,10,694,Low
DN3413390,6,360,INSULATOR ASSY-EXH,4IA3--,0.06,60,560,480,240,0.001,0.36,10,695,Low
DN6209010A,1,4,KEY SET,4H016,0.01,4,240,560,120,0.0025,0.01,10,696,Low
Y60118211B,3,360,SENS-PRESSURE,4CXXX,0.03,120,240,560,240,0.00025,0.09,10,697,Low
Y64513532,1,1000,CLIP,4BXXX,0.01,1000,280,240,240,1e-05,0.01,10,698,Low
Y64513F61A,1,350,BRKT-INTERCOOLER,4B75--,0.01,350,280,260,210,2.85714285714286e-05,0.01,10,699,Low
D65146100C,7,56,LEVER ASSY-CHANGE,4LA-R,0.07,8,970,320,230,0.00875,0.49,10,700,Low
DN3266350,72,5184,SW-P/W MAIN,4I--,0.83,72,140,9610,620,0.0115277777777778,59.76,9.31380630847599,701,Low
Y60313221D,5,486,HOSE-AIR INT,4IA2--,0.06,100,560,480,240,6e-04,0.2916,9.25925925925926,702,Low
DN346124Y,5,300,HOSE ASSY-WATER;#2,4I73--,0.06,60,480,560,230,0.001,0.3,9.12870929175277,703,Low
Y6461025X,4,500,HOSE ASSY-BREATHER,4Z30X,0.05,125,550,480,220,4e-04,0.2,8.94427190999916,704,Low
DF7145510,9,810,PIPE-CLUTCH,4IA1,0.12,90,480,560,480,0.00133333333333333,1.08,8.66025403784439,705,Low
DN3415185A,9,270,"HOSE-WATER,LOW",Z3082,0.12,30,480,560,480,0.004,1.08,8.66025403784439,706,Low
DN3456YB1A,4,480,FUN FU FILL,4I--,0.06,120,560,480,240,5e-04,0.24,8.16496580927726,707,Low
DN346124X,4,320,HOSE ASSY-WATER,4IA3-,0.06,80,560,480,230,0.00075,0.24,8.16496580927726,708,Low
Y60140350B,2,240,BAND ASSY,4CXXX,0.03,120,240,560,240,0.00025,0.06,8.16496580927726,709,Low
DN346122Y,6,330,PIPE ASSY-WATER,4I96--,0.12,55,480,560,480,0.00218181818181818,0.72,7.07106781186548,710,Low
DN77675D0,3,270,KEYLESS COMPT,4C30,0.06,90,480,560,240,0.000666666666666667,0.18,7.07106781186548,711,Low
DN5056020,5,500,CLAMP-BATTERY,4Q-,0.12,100,480,560,480,0.0012,0.6,6.45497224367903,712,Low
DF71675R0B,2,280,UNIT ASSY-KEYLESS,4IC2,0.05,140,550,360,290,0.000357142857142857,0.1,6.32455532033676,713,Low
Y60318845C,1,210,SENS-AIR TEMP,4CXXX,0.03,210,240,560,240,0.000142857142857143,0.03,5.77350269189626,714,Low
DN3415242B,1,800,RUBBER-MOUNT BRKT,Z2015,0.03,800,400,300,280,3.75e-05,0.03,5.77350269189626,715,Low
DN57675D0,3,108,KEYLESS COMPT,4IC2,0.12,36,480,560,480,0.00333333333333333,0.36,5,716,Low
DN5318881A,1,20,CONTROL UNIT,Z30XX,0.06,20,560,490,240,0.003,0.06,4.08248290463863,717,Low
Y40515381B,2,200,HOSE-SUBTANK,4IB5--,0.12,100,480,560,480,0.0012,0.24,4.08248290463863,718,Low
Y40515383B,2,300,HOSE-SUBTANK,4Z3066,0.12,150,480,560,480,8e-04,0.24,4.08248290463863,719,Low
Y63513358,1,1000,RUBBER-MOUNTING,4HXXX,0.06,1000,600,400,280,6e-05,0.06,4.08248290463863,720,Low
Y6451025XA,1,125,HOSE ASSY-BREATHER,4ID2--,0.06,125,560,480,240,0.00048,0.06,4.08248290463863,721,Low
